steam_appid,categories,genres,header_image,short_description,name,developer,publisher,price,ccu,score
311340,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/311340/header.jpg?t=1653976882,World-renowned Kojima Productions brings the Metal Gear Solid franchise to Steam with METAL GEAR SOLID V: GROUND ZEROES. Play as the legendary hero Snake and infiltrate a Cuban military base to rescue the hostages. Can you make it out alive?,METAL GEAR SOLID V: GROUND ZEROES,Konami Digital Entertainment,Konami Digital Entertainment,1999,119,80
298030,"['Single-player', 'Multi-player']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/298030/header.jpg?t=1478097054,What began as a conflict over the transfer of consciousness from flesh to machines escalated into a war which has decimated a million worlds. The Core and the Arm have all but exhausted the resources of a galaxy in their struggle for domination.,Total Annihilation,Cavedog Entertainment,Wargaming.net,499,119,86
1723260,"['Single-player', 'Steam Achievements', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1723260/header.jpg?t=1656575999,"In order to improve the efficiency of selecting talents, the Chicheng police specially developed a test system-the true detection system, with the black robe company. As a tester, you need to complete the cracking of the case under the rules of the system.",真探,SHUO LI,IndieArk,999,119,96
710920,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/710920/header.jpg?t=1603719407,"DARKSIDERS: GENESIS gives players their first look at the world of DARKSIDERS before the events of the original game. Furthermore, it introduces the fourth and last horseman STRIFE, as well as Co-op gameplay for the first time in the history of the franchise.",Darksiders Genesis,Airship Syndicate,THQ Nordic,2999,119,77
968250,['Single-player'],Casual,https://cdn.akamai.steamstatic.com/steam/apps/968250/header.jpg?t=1656072898,"The store is your kingdom! Expand your humble boutique into a thriving business: hire the right staff, decorate your displays, and lure in customers. Even your wildest ideas can turn a profit. Why not start a business that sells only white T-shirts and ketchup? PCs and beans? Your rule, your rules!",King of Retail,Freaking Games,Iceberg Interactive,1799,119,92
324810,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/324810/header.jpg?t=1644043937,"FRAG LIKE IT'S 1999! TOXIKK plays as if today's military shooters never existed: Designed as a spiritual successor to the FPS giants of the late 90s and early 2ks, TOXIKK carefully evolves their mechanics with modern technology and fresh ideas elaborated with Arena-FPS enthusiasts.",TOXIKK,Reakktor Studios,Schwiezer System GmbH,0,119,77
208200,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/208200/header.jpg?t=1569960032,"The ultimate collection of games that defined the first person shooter, the BFG Edition includes the entire DOOM series and a remastered version of DOOM 3!",Doom 3: BFG Edition,id Software,Bethesda Softworks,1999,118,86
1291340,"['Single-player', 'Full controller support']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1291340/header.jpg?t=1655469869,Instant town building toy,Townscaper,Oskar Stålberg,Raw Fury,599,117,97
414340,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/414340/header.jpg?t=1646681844,"From the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness. Set in the Viking age, a broken Celtic warrior embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover.",Hellblade: Senua's Sacrifice,Ninja Theory,Ninja Theory,2999,117,83
343780,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/343780/header.jpg?t=1657807560,Start out on an island with a basic rod. Progress into a radar-wielding master fisher-cat scouring the sea for the biggest and baddest fish. Each fish has unique behaviors that you will learn to exploit as you tailor your arsenal of fishing rods to suit your style of play. Mrrrow!,Cat Goes Fishing,Cat5Games,Luden.io,699,117,94
1076160,"['Single-player', 'Steam Workshop', 'Includes level editor']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/1076160/header.jpg?t=1658134026,"Command: Modern Operations is the next generation in cross-domain modern wargaming. It enables you to simulate every military engagement from post World War II to the present day and beyond. The scale is primarily tactical/operational, although strategic scale operations are also possible.",Command: Modern Operations,Command Development Team,Slitherine Ltd.,7999,117,84
201790,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/201790/header.jpg?t=1631205565,"You’ve tossed, burned and sliced them by the thousands – now orcs must die more than ever before! Grab a friend and slay orcs in untold numbers in this sequel to the 2011 AIAS Strategy Game of the Year from Robot Entertainment.",Orcs Must Die! 2,Robot Entertainment,Robot Entertainment,1499,117,83
1390350,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1390350/header.jpg?t=1649730374,"Swing through the trees, spin sticky webs, and make friends with bugs! Be the adorable spider you've always wanted to be.",Webbed,Sbug Games,Sbug Games,999,117,98
940680,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/940680/header.jpg?t=1647592161,Dodge bullets while typing exorcisms at the very same time: Get ready for an electrifying mix between bullet hell and typing game! Turn on both sides of your brain and jump into the adventure of private exorcist Ray Bibbia!,The Textorcist: The Story of Ray Bibbia,MorbidWare,Headup,179,117,78
761830,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Stats', 'Includes level editor', 'Remote Play on Tablet']",Action,https://cdn.akamai.steamstatic.com/steam/apps/761830/header_alt_assets_6.jpg?t=1654016496,Mr. Prepper is about being prepared. You know something is wrong. The risk of a nuclear war is in the air and you need to get ready for what's coming.,Mr. Prepper,Rejected Games,"PlayWay S.A., Rejected Games",1999,117,84
1220140,"['Single-player', 'Steam Trading Cards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1220140/header_alt_assets_5.jpg?t=1657689492,"Cartel Tycoon is a survival business sim inspired by the ‘80s narco trade. Expand and conquer, fight off rival thugs and evade the authorities. Earn people's loyalty and strive to overcome the doomed fate of a power-hungry drug lord.",Cartel Tycoon,Moon Moose,tinyBuild,2499,117,80
269470,"['Single-player', 'Steam Cloud']",Audio Production,https://cdn.akamai.steamstatic.com/steam/apps/269470/header.jpg?t=1620058094,"MorphVOX Pro will change your voice online and in-game. Take your voice-changing to a new level with superior voice-learning technology, background cancellation, and sound quality.",MorphVOX Pro 4 - Voice Changer (Old),Screaming Bee,Screaming Bee,3999,117,56
2310,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/2310/header.jpg?t=1650558746,"Developed by the award-winning id Software, Quake® is the ground-breaking, original dark fantasy first-person shooter that inspires today’s retro-style FPS games. With Quake (Enhanced), experience the authentic, updated, and visually enhanced version of the original.",QUAKE,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,999,117,94
607890,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/607890/header.jpg?t=1611702371,"2026, Sword Art: Origin, a new VRMMORPG has emerged. Kirito meets a mysterious NPC and receives a cryptic message. This game is definitively not the same as the one he escaped years ago…",Sword Art Online: Hollow Realization Deluxe Edition,AQURIA,BANDAI NAMCO Entertainment,4999,116,80
495140,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/495140/header.jpg?t=1580311764,"NARUTO: Ultimate Ninja STORM allows players to battle in full 3D across massive environments. Players will unleash powerful jutsu attacks, perform acrobatic evasive maneuvers and even run up walls. NARUTO: Ultimate Ninja STORM has been remastered in HD.",NARUTO: Ultimate Ninja STORM,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,1999,116,75
222940,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/222940/header.jpg?t=1634687660,"[[i]i]“THE KING OF FIGHTERS XIII”[/i], SNK PLAYMORE’s flagship 2D versus fighting title returns in an ultimate version on Steam!!",THE KING OF FIGHTERS XIII STEAM EDITION,SNK CORPORATION,SNK CORPORATION,1999,116,90
1083600,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1083600/header.jpg?t=1610750417,Upgrade your Castle and Unlock new tiers of Skills and Weapons to Defend vs Monsters and Bosses across VARIOUS ZONES! Find Rare ITEMS dropped from monsters and bosses and upgrade them to their full potential! Defeat RAID Mega-Bosses to find LEGENDARY items!,Grow Defense,SoftCowGames,SoftCowGames,0,116,77
992300,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/992300/header.jpg?t=1644419921,"This is a martial arts action role-playing game. The core of the game is battle-oriented, and it combines many fighting elements. If you are a player who pursues blood and is brave enough to challenge the limits, it will definitely inspire your adrenaline and bring you the best combat experience.",嗜血印 Bloody Spell,艺龙游戏,艺龙游戏,2499,116,88
238370,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/238370/header.jpg?t=1615973723,"The world’s most irreverent co-op action adventure returns! In the next chapter of Magicka, players ascend from the ruins of Aldrheim to experience a Midgård almost wiped free of Wizards after the Wizard Wars, with the few that do remain having either gone mad or extremely hostile toward all others",Magicka 2,Pieces Interactive,Paradox Interactive,1000,116,82
768520,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",RPG,https://cdn.akamai.steamstatic.com/steam/apps/768520/header.jpg?t=1655302560,Sequel to the best-seller ​The Red Solstice​. Plan your strategy and infiltrate a real-time tactical battlefield - alone or with up to 7 squad members. Can you demonstrate the combat prowess to survive and secure a future for humanity?,Red Solstice 2: Survivors,Ironward,505 Games,2999,116,71
1359980,"['Single-player', 'Steam Achievements', 'Full controller support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1359980/header.jpg?t=1655746304,"POSTAL: Brain Damaged is a new, action-oriented take on the Running With Scissors’ cult game series with throwback graphics, and fast-paced, modern gameplay. Take a wild roller coaster ride through the twisted wonderland encased in the POSTAL DUDE’S messed-up mind.",POSTAL: Brain Damaged,"Hyperstrange, CreativeForge Games","Running With Scissors, Hyperstrange",1999,115,96
